artist,artist_id,gender,record_label,artist_country,current_city,hometown_city,band_members,spotify_tags
King Gizzard & The Lizard Wizard,6XYvaoDGE0VmRt83Jss9Sn,1.0,"""FLIGHTLESS"" BABY",au,Melbourne,Melbourne,"Stu Mackenzie
Joe Walker
Eric Moore
Ambrose Kenny-Smith
Lucas Skinner
Cook Craig
Michael Cavanagh",australian alternative rock/neo-psychedelic
King Princess,6beUvFUlKliUYJdLOXNj9C,0.0,,us,,,,pop/dance pop
Running Touch,5bdwzvp6eirvqh0TwOwjgE,1.0,Universal Music/Foreign Family Collective,au,,Melbourne,,aussietronica/australian indie
YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,1.0,,us,,,,british indie rock/british indie rock
Bad//Dreems,54f24706ua34STMhWSzPV7,,Farmer and the Owl Records (AU),au,Adelaide,Adelaide,Ben//Alex//James//Miles,deep australian indie
Eliza & The Delusionals,5XOV5b7cxUgB9PcoLBn69l,,"Cooking Vinyl Australia
www.cookingvinylaustralia.com",au,,Gold Coast,,
Madeon,4pb4rqWSoGUgxm63xmJ8xc,1.0,popcultur/Columbia (Sony),fr,,Nantes,Madeon,edm/electro house/big room/complextro/filter house
Samia,1Uk1GyijF6fSfX4mWq5bfR,,,,,,,
Shadow,0X8YsieGthCs1x2oIoDf0X,,,,,,,
Illy,6NFyaN9PMCDZ3LKxGwHAXt,1.0,ONETWO,hk,,Melbourne,,australian pop/australian hip hop/australian indie/australian pop/australian hip hop/australian trap/australian indie
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,0.0,,us,,,,
"""Tyler The Creator""",4V8LLVI7PbaPR0K2TGSxFF,,,,,,,
CXLOE,6M25WWmNO7wK1DnKmd3z6R,,,,Sydney,Sydney,,australian electropop/australian alternative pop
Psychedelic Porn Crumpets,7GRrLcUxwtQLvOpO7OHO80,,What Reality? Records,au,,Perth,"Jack McEwan
Luke Parish
Danny Caddy
Luke Reynolds",neo-psychedelic/australian garage punk
slowthai,3r1XkJ7vCs8kHBSzGvPLdP,1.0,,gb,,,,grime/uk hip hop/uk alternative hip hop/uk hip hop/grime
Hatchie,3d7MqowTZa2bC5iy1JXLLt,0.0,"Australia & New Zealand: Ivy League Records
North America: Double Double Whammy
Rest of World: Heavenly Recordings ",au,,Brisbane,"Harriette Pilbeam - bass, vocals
Joe Agius - guitar, keys
Richie Daniell - drums
David Gauci - guitar",australian indie/art pop/art pop/electropop/brisbane indie/australian indie
Lime Cordiale,6yrtCy4XJHXM6tczo4RlTs,1.0,Chugg Music,au,Sydney,Sydney,"Oliver Leimbach
Louis Leimbach
Felix Bornholdt - Keys
James Jennings - Drums
Nick Polovineo - Trombone/Guitar
",deep australian indie
Slipknot,05fG473iIaoy82BF1aGhL8,1.0,Roadrunner Records,us,,Des Moines,"(#0) Sid Wilson
(#3) Chris Fehn
(#4) Jim Root 
(#5) Craig ""133"" Jones 
(#6) Clown
(#7) Mick Thomson 
(#8) Corey Taylor
Bass - Vman
Drums - Jay Weinberg",alternative metal/nu metal/post-grunge/rap metal
The Flowers,5ZKIfsDvZKRGjVkkvWlz9k,,,,,,,
The Gooch Palms,5rtGpDaS0oxKOm2PgBj6jr,,"world wide
Ratbag Records/BMG
http://www.ratbagrecords.com",au,,Newcastle,Leroy & Kat,australian garage punk
Nancie Schipper,3YVROdE7mzyBldLQNGhuDQ,,,,,,,
Russ,1z7b1Pr1rSlvWRzsW3HOrS,1.0,,us,,,,rap/pop
SOAK,4PLsMEk2DCRVlVL2a9aZAv,1.0,Rough Trade Records,ie,,,Bridie Monds-Watson,chamber psych
Hilltop Hoods,7dlqUnjoF2U2DkNDMhcgG4,1.0,,au,,,"Suffa MC
Pressure
DJ Debris",australian pop/australian hip hop
Whethan,0vqJkZ0RpLZixt3lTmD8vP,1.0,,us,Chicago,Chicago,Ethan Snoreck,pop/edm/tropical house/indie poptimism/electronic trap/vapor twitch/vapor soul/indie electro-pop
Halsey,26VFTg2z8YR0cCuwLzESi2,0.0,,us,,,,pop/dance pop/post-teen pop/indie poptimism/etherpop/indie poptimism/pop/post-teen pop/dance pop/electropop/etherpop
WAAX,1KaaogmGXWK1Qi3WR81Tmi,,Dew Process (AUS/NZ),au,,Brisbane,"Maz - Vocals
Ewan - Guitar
James - Guitar
Griff - Bass
Tom - Drums",deep australian indie
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,1.0,Loma Vista Recordings,us,,,,rap/hip hop/pop rap/trap music/underground hip hop/drill
Birdz,33eaeCB1rLpISBkZAd2xnG,,,,,,,
FINNEAS,37M5pPGs6V1fchFJSgCguX,1.0,,,,,,pop/la indie/pop/la indie
bLAck pARty,4C9Tvlt8v7d8R6h98FgdUy,1.0,,us,,Los Angeles,Malik Flint,indie r&b/alternative r&b
Kita Alexander,3CGuwWgoCYSO5Z72H5G2Ec,0.0,,au,,,,deep australian indie
Tasman Keith,3Pe4IIW9HoZsmBlKa5G6I1,1.0,,au,Sydney,Sydney,,
Crooked Colours,0aA1GTrIMutjIh4GlPPUVN,1.0,Sweat It Out,au,,Perth,Philip Slabber  |  Leon De Baughn  | Liam Merrett-Park,aussietronica/deep australian indie/vapor soul
These New South Whales,0srVTNI2U8J7vytCTprEk4,,,,,Sydney,WORKHORSE - TODD - WILL - LUKE,deep australian indie
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,,Republic Records,,,,,australian pop/australian hip hop/australian pop/australian hip hop/nz pop
DOPE LEMON,7oZLKL1GjYiaAgssXsLmW8,1.0,,au,,,,deep australian indie
FISHER,1VJ0briNOlXRtJUAzoUJdt,1.0,Catch & Release Records,,,Gold Coast,,house
K.Flay,0pCNk4D3E2xtszsm6hMsWr,0.0,night street / interscope records,us,Los Angeles,Los Angeles,k.flay,hip pop/escape room/modern rock
Ruby Fields,1nwPEi1UZdJtCxBqATpsq3,0.0,,us,,,"Ruby Fields (Vocals, Rhythm Guitar) 
Adam Newling (Backing Vocals, Lead Guitar)
Tas Wilson (Bass Guitar)
Patrick Rogers (Drums)",australian indie/australian garage punk
Seth Sentry,3N9qpKjXarCt5AIZRCeqr8,1.0,High Score Records / Inertia,hk,Melbourne,Melbourne,"Just me, it's pretty fucking boring actually.",deep australian indie/australian hip hop
Tones and I,2NjfBq1NflQcKSeiDooVjY,0.0,Bad Batch Records,,Melbourne,Melbourne,Tones and I,australian pop/australian pop
Good Doogs,77JIuKxP5Gs2Izi0GmiqZJ,,,,,Mandurah,"Asher, Dyl and Grudge",australian indie/australian garage punk
Kira Puru,4tqKQAZcPhjqMmHaVRGHaY,,,au,,,,deep australian indie
Logic,4xRYI6VqpkE3UwrDrAZL8L,1.0,Visionary Music Group (www.TeamVisionary.com),us,,London,,rap/hip hop/rap/conscious hip hop/hip hop/dmv rap
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,1.0,Universal/Republic,is,Reykjavík,Reykjavík,"Nanna Bryndís Hilmarsdóttir, Ragnar Þórhallsson, Brynjar Leifsson, Arnar Rósenkranz Hilmarsson, Kristján Páll Kristjánsson

",pop/folk-pop/indie folk/indie pop/metropopolis/stomp and holler/modern rock
SAFIA,1y07gMlsfAdz2KOvZzyUTB,1.0,"Warner Music (AU/NZ)
BMG (ROW)",au,,Canberra,"Ben Woolner, Michael Bell, Harry Sayers ",australian indie
BANKS,2xe8IXgCTpwHE3eA9hTs4n,0.0,,us,,Los Angeles,Banks,pop/tropical house/post-teen pop/indie r&b/indie poptimism/deep indie r&b/alternative r&b
Bec Sandridge,693lRFCUH8BNpURQO9RMpt,0.0,,au,,,BEC SANDRIDGE,
Hayden James,4csQIMQm6vI2A2SCVDuM2z,1.0,"Future Classic
",au,Sydney,Sydney,Hayden James,edm/house/tropical house/aussietronica/gauze pop/vapor soul
Kaiit,1lEiFY8tYuckyd67eGiaF1,0.0,Alt. Music Group,au,,Melbourne,,alternative r&b
Northlane,3qyg72RGnGdF521zMU02u9,1.0,UNFD,au,Sydney,Sydney,"Marcus Bridge - Vocals
Jonathon Deiley - Guitar
Josh Smith - Guitar
Nic Pettersen - Drums
Brendon Padjasek - Bass

",metalcore/screamo/melodic metalcore/djent/deep melodic metalcore
PNAU,6n28c9qs9hNGriNa72b26u,1.0,etcetc.tv,,Los Angeles,Sydney,"Peter Mayes, Nick Littlemore and Sam Littlemore",australian dance/alternative dance/new rave/aussietronica/dance-punk/australian indie
Ruel,5xkAtLTf309LAGZTbvULBn,1.0,,au,,Sydney,,pop/dance pop/post-teen pop/australian pop
Spacey Jane,6V70yeZQCoSR2M3fyW8qiA,,,,,,,
Alpine,4tKUoNubW02udXOh7SLtXV,,,au,,,,deep australian indie
Antony & Cleopatra,14DGJVYmuwwsdHmW8a02eM,,"Dew Process (AU)
Island (UK)
Universal (ROW)",gb,,London,Alexander Burnett + Anita Blay,
Boo Seeka,1SFz3S9eSUTc49ysstadiO,,Sureshaker,au,,,"Ben 'Boo' Gumbleton
Michael 'New kid' May",deep australian indie
Jade Bird,7D8LuVnlyu91ndcPe70j7S,0.0,,gb,London,London,,folk-pop
Tierra Whack,4lPl9gqgox3JDiaJ1yklKh,0.0,,,,,,indie r&b/escape room/alternative r&b
G Flip,4SdIXLzfabqU61iK7SnKAU,0.0,,au,,Melbourne,,australian pop/australian hip hop/australian indie
Holy Holy,5KeQyt1QJBjcutJ2AuLNO2,,,au,,,"Woody Woodmansey, Tony Visconti, Glenn Gregory, James Stevenson,  Paul Cuddeford, Berenice Scott and  Jessica Morgan ",deep australian indie
Horror My Friend,0beSP3JKpM7CKshcYrNMyb,,Poison City Records,au,,Adelaide,"Josh Battersby
Tom Gordon
Sam Kolesnik",
KIDDO,5pXe6yFchq1oyYK3rq2A8i,,,,,,,
Stormzy,2SrSdSvpminqmStGELCSNd,1.0,Stormzy,gb,,,DJ - DJ Tiiny,grime/uk hip hop
Thelma Plum,0C6qzW0Am8OVyHSoT57fnC,0.0,Footstomp / Warner,au,,Brisbane,Thelma Plum.,australian alternative rock/deep australian indie
Kinder,0ufdKQBFDYKui7twp71QLm,,,,,,,
Sahara Beck,52eVN5OWWaV4fVShDeJIj3,0.0,Independent,au,Brisbane,Brisbane,,deep australian indie
ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,1.0,TDE,us,,,Black Hippy,rap/pop/hip hop/pop rap/southern hip hop/trap music/gangster rap/underground hip hop
SUPER CRUEL,3WT4nncSPNyszovdgHl5P6,,,au,,,,deep australian indie
Taj Ralph,6VU9Ht3FVOrhBT69pmiwG4,,,au,,Sydney,,
I Know Leopard,3VhSmnMJZUf7lQJDuIzvfc,,Ivy League Records,by,,Sydney,"Luke, Todd, Jenny, Rosie",
070 Shake,12Zk1DFhCbHY6v3xep2ZjI,0.0,,us,,,,underground hip hop/trap soul
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,0.0,,au,,,"AL

w/
JS
SH
LMcG",australian indie/australian garage punk
Slowly Slowly,2NNeERUBxmB2UrLFfL1Q8e,,,au,Melbourne,Melbourne,Ben + Quayle + Pat + Albert,australian garage punk
SZA,7tYKF4w9nC0nq9CsPZTHyP,0.0,Top Dawg Entertainment,us,,,,r&b/rap/pop/hip hop/pop rap
Anna Of The North,1mSJCvDX0W7Dn7S9C6vmvI,0.0,Honeymoon / [PIAS] Different Recordings,no,,,,indie poptimism/vapor soul/vapor pop/indie electro-pop
Citizen Kay,5Lk4v9lO1NoZATNftqFznj,1.0,,au,,,Citizen Kay,aussietronica/deep australian indie/australian hip hop
Lastlings,0M7GyeyRi2fG8c1LdP4jhi,1.0,Rose Avenue Records,,Gold Coast,Gold Coast,"Josh / Amy
",deep indie r&b/deep australian indie/vapor soul/indie electro-pop
Sia,5WUlDfRSoLAfcVSX1WnrxN,0.0,,au,,,,pop/australian dance/australian pop
West Thebarton,6ZQNx5JnPy6CmVur8jRPrv,,Domestic La La Records/Unified Music Group,au,,Adelaide,"Rev/Tom/Brian/Caitlin/Josh B/Josh H/Nick
",australian garage punk
Courtney Barnett,4OOlG5eBXSkSAAEeKjJb5Y,0.0,Australia/NZ - Milk! Records/Remote Control // UK & Europe - House Anxiety/Marathon Artists // North America - Mom+Pop,au,Melbourne,Melbourne,CBD,indie rock/folk-pop/indie pop/modern rock/art pop
Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,1.0,,us,,,,rap/hip hop/indie r&b/la indie/escape room
Hein Cooper,75Cb1lVnzQa6mPaJA16Ho0,1.0,Indica Records,au,Sydney,Sydney,"Hein Cooper (guitar, vocals)
",pop quebecois
Jack River,4xrDCETyApzUQ6xzcc6QtS,0.0,"I OH YOU (ANZ)
NETTWERK (Rest Of World) ",au,,,,australian pop/australian indie
Kevin Abstract,07EcmJpfAday8xGkslfanE,1.0,Brockhampton ,us,,,,rap/pop/hip hop
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,1.0,Columbia Records ,gb,,,Mark Ronson,pop/dance pop
PUP,6A7uqgC2N1nUhrCLAytHxN,1.0,"Little Dipper

www.littledipperart.com",ca,,Toronto,"Stefan - vox / guitar
Zack - drums / bvox
Steve - guitar / bvox
Nestor - bass / bvox",lo-fi/indie punk/modern rock/toronto indie/canadian punk
Khalid,6LuN9FCkKOj5PcnpouEgny,1.0,Independent,us,,El Paso,,pop
Meg Mac,4faUajx9k93O56nlmpkOuz,0.0,EMI / 300 Entertainment,au,Melbourne,Melbourne,Meg,australian pop/australian indie
Tame Impala,5INjqkS1o8h1imAzPqGZBb,1.0,,au,Perth,Perth,"Kevin Par Coeur
- Guitar / Bass / Drums / Sing
Jay Watson
- Keys
Dominic Simper
- Guitar / synth 
Cam Avery
- Bass
Julien Barbagallo
- Drums
Others
- Other / Table",psychedelic rock/neo-psychedelic
Basenji,4FH1qQ5KcTtomryu4O5pgX,1.0,,au,,,,aussietronica/vapor twitch
Briggs,7w4WTXFJlYzm8Zv90ilzfu,,,us,,,,
NVTHVN,2BqGcPMYKUBDhza7h0fqFq,,,ph,,,,lo beats
Owl Eyes,3it7AeHVfXdby9tbwEwE3f,0.0,Mushroom Group,au,Melbourne,Melbourne,"Brooke Addamo
",shimmer pop/aussietronica
Press Club,7x6qYdGPScBRRz5lOPeHnG,,,au,,,,australian garage punk
Alison Wonderland,11gWrKZMBsGQWmobv3oNfW,0.0,EMI/Astralwerks/Virgin,au,,,Alison Wonderland,edm/brostep/aussietronica/electronic trap/escape room/vapor twitch
Arno Faraji,46jtLFOHGcnIqW74ESazFQ,,independent af.,,,Perth,Arno Faraji,
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,0.0,,,,,,pop/pop/electropop
Broods,5r5Va4lVQ1zjEfbJSrmCsS,0.0,,nz,,Auckland,"Georgia
Caleb",pop/dance pop/tropical house/metropopolis/indietronica/indie poptimism/etherpop/vapor soul/indie electro-pop
Circa Waves,6hl5k4gLl1p3sjhHcb57t2,0.0,,gb,,Liverpool,"Kieran Shudall
Colin Jones
Sam Rourke
Joe Falconer",rock/indie rock/modern rock
Coda Conduct,6xFoo3UlzxFT4oJVbRlYQy,,,gb,Sydney,Canberra,Erica & Sally,deep australian indie
Tash Sultana,6zVFRTB0Y1whWyH7ZNmywf,0.0,Independent,au,,Melbourne,Tash Sultana,
EGOISM,6bTkIQfvR8nlRCHLAvbfOD,0.0,,,,,,munich electronic
Fortunes.,2PDYCxCY5cmsjWE9Uk3LEm,1.0,Future Classic,au,,,,deep indie r&b
Stevan,24RDdXWdq95PlTMTpFTvC6,,,,,,,
Thornhill,2dE5audbkV3o5cKxvM7lBD,,,,,,,
Allday,2Ltr0s15RyvsjqWzSmiSRs,1.0,,au,Melbourne,Adelaide,,australian pop/australian hip hop/australian indie/australian pop/australian hip hop/australian trap/australian indie
The Chats,1aQ7P3HtKOQFW16ebjiks1,,Bargain Bin Records,,,,"Josh Price, Eamon Sandwith, Matt Boggis",australian garage punk
Flume,6nxWCVXbOlEVRexSbLsTer,1.0,Future Classic,au,Sydney,Sydney,Harley Streten,pop/edm/australian dance/downtempo/australian indie/pop/edm/australian electropop/australian indie/downtempo/australian dance
Injury Reserve,3nf2EaHj8HikLNdaiW3v73,1.0,,us,,,,
The Kite String Tangle,3D6cosC5ZOLCpRxt6T3XS7,1.0,Warner Music Australia AUS/NZ,au,Brisbane,Brisbane,Danny Harley,deep australian indie/vapor soul
Middle Kids,6AawJaQO4i99Be2A3w7BTW,,"EMI - Australia / New Zealand
Domino Records - North America
Lucky Number - UK/EU",au,Sydney,Sydney,Hannah | Tim | Harry,australian indie
BRUX,05jtmvy7zPhTp4GQexPkXY,,,,,,,
JXN,571VxoWCBMPacek7MmocqU,0.0,,,,,,
Nasty Cherry,3a4OHGZwsqHc3eRChiDkS9,0.0,,,,,,
Pist Idiots,6FfDLM58TIa8Qn3PPQaoz4,,,au,,,,deep australian indie
Stella Donnelly,2mHjhKyKCLh6MZELuCe1Es,0.0,"MGM Distribution (AUS/NZ)
Secretly Canadian (ROW)",au,,,,deep australian indie
Sloan Peterson,6opB1rIN0KzlWbK5ZlHz61,,,,,,,
Ali Barter,1nqY30Z4Bj4NNqZITdGqpX,0.0,INERTIA - www.inertiamusic.com,au,,Melbourne,"Ali Barter - vox/bass
Andrew Braidner - drums
Alex Crosara - guitar",
Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,1.0,Island Records / Communion Records,gb,,,,rock/indie rock/stomp pop/welsh rock/modern rock/modern alternative rock
Didirri,01lbqGTSuT9Jr3gMwiF3Xw,1.0,AUS / NZ - UNIFIED www.unifiedmusicgroup.com,,Melbourne,Melbourne,Didirri,deep australian indie
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,1.0,,us,,,,
Polish Club,2tYm7UbTKfLXw7Jsp0xyzD,1.0,,au,,Sydney,Novak + JH,australian alternative rock/deep australian indie/australian garage punk
Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,1.0,,gb,,Bangor,"Alex Trimble
Kev Baird
Sam Halliday",rock/indie rock/indie pop/indietronica/alternative dance/irish rock/northern irish indie/modern rock
Mickey Kojak,5poMDCBflvu2tgtA0CRF17,,,,,,,
Ok Moon,2YT2DEtRTNmUZkR53QaU20,0.0,,,,,"Dustin Tebbutt, LANKS, Hayden Calnin, Xavier Dunn",
RAAVE TAPES,09T34Y9aRFXEjArywTXLDB,,,,,,,australian garage punk/newcastle nsw indie
SG Lewis,0GG2cWaonE4JPrjcCCQ1EG,1.0,PMR Records,gb,,,,tropical house/indie r&b/alternative r&b/vapor soul/indie soul/alternative r&b/indie r&b/electropop/vapor soul/tropical house
Eliott,2oYcBXVaDoRJZiIwydeDzB,,Island Records,,,,,emo/emo punk
Genesis Owusu,1HvH97rzvCH6lfnLlgyfke,,,,,,,
Nilüfer Yanya,09kXLeOXRyfNQMXRaDO4qA,0.0,,gb,London,London,,indie folk/chamber psych/art pop
NYNE,6UAsg7BxuQBh72q5RWkXem,,,,,,,
AMA,5hzFTGZcy6Rqme2qNC2vUm,0.0,,,,,,
Austen,6btE9EmJubCUcYZtTcQ9Jm,,,,,,,
The Beautiful Monument,5YYn3EOeF8wTDb2ctUsHJ7,,,au,,Melbourne,,
RAT!hammock,1IzFi0R5t2hpkgbxl8sc84,,,,,,,australian garage punk
Triple One,686zrKch7tQIpoOpdSIpTo,1.0,,au,,,"Billy Gunns, Marty Bukkake Large, Obi Ill Terrors, Lil Dijon",underground hip hop/lo beats
Angie McMahon,574ERIqzZ5yZU9JhIf3Ysf,0.0,,au,,Melbourne,,australian pop/australian indie
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,1.0,,us,,Detroit,"Clean Vocalist - Brian Burkheiser 
Harsh Vocalist - Eric Vanlerberghe
Drums - Gabe Helguera
Lead Guitar - Steve Menoian
Rhythm Guitar - Dylan Bowman",screamo
Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,1.0,Mac's Record Label,ca,,Edmonton,,edmonton indie
Denise Le Menice,2cpCCAAk5r4xpQtMscHWZw,,,,,,,
JEFFE,1Hgq78NaXI41PHyKKDEExF,,AWAL/KOBALT,,,,,aussietronica/deep australian indie
Windwaker,46le9d4IkW3C6zTxhkuxIS,,Unsigned,au,Melbourne,Melbourne,"Will King - Vocals
Liam Guinane - Guitar/Vocals
Jesse Crofts - Guitar
Indey Salvestro - Bass
Chris Lalic - Drums",
Young Franco,6mK0vAO13gT8jWYANyoXAl,1.0,"Of Leisure
Contact: sparrow@ofleisure.com.au",au,Brisbane,Brisbane,,aussietronica
Cosmo's Midnight,4VivsO1n4n2Mi2Btyb5gfL,1.0,,au,Sydney,Sydney,Cosmo and Patrick,australian dance/aussietronica/deep indie r&b/vapor twitch/deep australian indie/vapor soul/indie dream pop
DZ Deathrays,0qGPycvPHafmEPTOm4M7Tu,1.0, I OH YOU ,au,,,"SHANE PARSONS
SIMON RIDLEY
LACHLAN EWBANK",dance-punk/australian hip hop/australian indie/australian garage punk
Nick Murphy / Chet Faker,2Q0MyH5YMI5HPQjFjlq5g3,1.0,Future Classic/Downtown/Opulent,au,Melbourne,Melbourne,,downtempo/australian indie/australian electropop/australian indie/downtempo
DMA'S,1iUTUix5kea176M0uJTsh4,1.0,I OH YOU // Infectious,au,,Sydney,"Tommy O'Dell
Matt Mason
Johnny Took

",australian indie
Foals,6FQqZYVfTNQ1pCqfkwVFEa,1.0,warners,gb,,,yannis // edwin // jimmy // jack,rock/garage rock/indie rock/indietronica/new rave/modern rock
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,0.0,www.dirtyhit.co.uk,,,,,bedroom pop
Hello Yello,7qh0Fzuz79iruogSwYTY3G,0.0,,,,,,
RedHook,6OVWDN6Ty6RfnhUJlrYBlI,,,,,,,
Riley Pearce,0A3HlWZGV8WrCcqxKM2neg,0.0,Unsigned,au,Perth,Perth,Riley Pearce,indie folk/indie anthem-folk
Thandi Phoenix,3PAjYEQ8KpL6u0fNDR0p1v,,,au,,Sydney,Thandi Phoenix,australian electropop
Adrian Eagle,3GC3e3b4g7rHeLdLUsxJZV,,,,,,,australian hip hop
Alice Ivy,5hJy2vZbK50JNuVK6pvVR2,,"AU/NZ: Dew Process 
contact@dew-process.com

ROW: Last Gang Records 
ssigro@lastgang.com",au,Melbourne,Melbourne,Alice Ivy,australian indie
08-Aug,2iB8eFB6flwQculkUrRssi,1.0,88rising X Red Bull Records,us,,,,r&b/indie r&b/indie r&b/la pop/r&b
Carla Geneve,0UzJFZTzFyN6EYjenzezfT,,Remote Control Records/Dot Dash Recordings,,Perth,Perth,,perth indie
Duke Dumont,61lyPtntblHJvA7FMMhi7E,1.0,Blasé Boys Club,gb,,London,,edm/house/tropical house/progressive house/disco house/deep groove house/destroy techno/deep house
Hermitude,3fmMaLC5jjf2N4EC2kTx0u,1.0,"Elefant Traks
Nettwerk ",au,Sydney,Sydney,Luke Dubs - Elgusto ,australian dance/downtempo/aussietronica/electronic trap/escape room/deep australian indie/australian hip hop
Horrorshow,4sL6dLwItg7ppqj4NwEQr6,,Elefant Traks,au,,Sydney,"Adit makes all the beats.
Solo talks all the shit.",deep australian indie/australian hip hop
Mahalia,16rCzZOMQX7P8Kmn5YKexI,0.0,,gb,,,,indie r&b/indie anthem-folk/alternative r&b
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,1.0,,gb,,,,bedroom pop
Ceres,6ignu1FESsoUapE3EnbCFL,,Cooking Vinyl Australia,,,Melbourne,"Tom Lanyon—Vocals

Sean Callanan—Guitar

Grant Young—Bass

Frank Morda—Drums

Stacey Cicivelli—Guitar/Keys",australian garage punk
Cry Club,41KaTg5AhCYSn2MUUJq0P3,,,,,,,
Diplo,5fMUXHkw8R8eOP2RNVYEZX,1.0,Mad Decent,us,,,,pop/edm/moombahton/bmore/ninja/pop/edm/moombahton/ninja/bmore
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,1.0,,us,,,,rap/pop rap
KIAN,1TulCA2zO3YxAjQ7ZsvtDq,1.0,,,,,,australian pop
Ocean Grove,0AlnGjlLLXglk9hnwErYDU,1.0,,au,,,,
SLUMBERJACK,55BFQS36sJYz2B0ClypIvS,1.0,,au,,,,electro house/brostep/electronic trap/vapor twitch/vapor twitch/electronic trap/electro house/brostep
Vera Blue,5ujrA1eZLDHR7yQ6FZa2qA,0.0,Universal Music Australia ,au,Sydney,Forbes,,australian pop/australian indie
Kim Churchill,0ZmJRBCKYicwq9n4FjZpho,1.0,,au,,,,australian indie
Jarryd James,23IZADrJHPStZ6aMxJVq3s,1.0,,au,,,,indie r&b/deep indie r&b/deep australian indie
Little Simz,6eXZu6O7nAUA5z6vLV8NKI,0.0,AGE 101 Music,gb,,London,,escape room/trap queen
Mallrat,4OSArit7O2Jaj4mgf3YN7A,0.0,,au,,,,aussietronica/australian indie
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,1.0,XL Recordings,us,,New York,"Ezra Koenig
Chris Baio
Christopher Tomson",indie rock/folk-pop/indie folk/indie pop/modern rock/indie folk/modern rock/folk-pop/indie rock/baroque pop/indie pop
Asha Jefferies,4XUmpHj581ooyS5rJuCBJg,,,au,,,Asha Jefferies,brisbane indie
AURORA,1WgXqy2Dd70QQOU7Ay074N,0.0,"Petroleum Records, Glassnote Records, Decca Records",no,,Bergen,"Singer/songwriter: Aurora Aksnes
.............
Keys - Alf Godbolt......................................................
Drums - Max Skills (magnus Skylstad)........................
Bass - O.Martin........
Synth - fridius totalus..................",pop/norwegian pop/pop/norwegian pop
Baker Boy,6Qpa8xhGsGitz4WBf4BkpK,1.0,,,Melbourne,Melbourne,,australian hip hop/australian indigenous
Julia Jacklin,12fRkVfO2fUsz1QHgDAG3g,0.0,Transgressive Records/Polyvinyl Record Company/Liberation Music/Universal Music Canada,au,,Sydney,,folk-pop/indie folk/indie pop/art pop
Bene,28OHQv3VZ2gifjWzrqBv1v,,,,,,Benedicte Pierleoni ,french hip hop/trap francais/rap conscient
Mansionair,4qOzMSukiZoiSjPQw8Zs7s,1.0,"Glassnote (US/RoW)
&
Liberation (Aus/NZ)",,,Sydney,"Lach, Alex & Jack",indietronica/indie r&b/aussietronica/vapor soul/australian indie/indie electro-pop/indietronica/indie r&b/electropop/indie electro-pop/vapor soul/australian indie/aussietronica
Dean Lewis,3QSQFmccmX81fWCUSPTS7y,1.0,"Australia - Island Records 
USA - Island Records
Germany - Universal Deutschland
UK - Island Records 
Switzerland - U.M Switzerland
Sweden - Universal Music Sweden
New Zealand - Universal Music NZ

Publishing - Specific Music / Kobalt Music Worldwide",au,,,,pop/australian pop
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,0.0,Island Records Group/Universal Records Ltd,gb,,London,"Florence Welch
Isa Machine
Bobby Ackroyd
Chris Hayden
Tom Monger
Mark Saunders
Rusty Bradshaw",pop/folk-pop
The Aston Shuffle,4Jv9I6DAbcjDa8HGFAjv94,1.0,Aston Shuffle Music,au,,Canberra,"Mikah Freeman
Vance Musgrove",australian dance/deep groove house
Dulcie,5mizYbdTNtmQlU97XqxJOe,0.0,,,,Perth,"Guitar/Vocals: Saskia Brittain
Bass/Vocals: Timieka Denton
Keys/Vocals: Ashleigh Carr-White
Drums: Madison Hanley",
